year,week,matchup_id,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,winner,playoff_type,is_playoff,margin,winning_team_id,winning_team_name,winning_score,losing_team_id,losing_team_name,losing_score
2022,1,4,15,Daniel Jones,fack,52.96,9,Avant Gardner,WAP,136.82,AWAY,NONE,False,83.86,9,Avant Gardner,136.82,15,Daniel Jones,52.96
2022,1,5,11,The Twins,MRVP,110.7,7,Team Curtis,CURT,84.86,HOME,NONE,False,25.84,11,The Twins,110.7,7,Team Curtis,84.86
2022,1,6,17,cook'n lamb 4 my cousins,vkng,78.78,13,Very Formative Pixar Dumptrcks,DUMP,109.38,AWAY,NONE,False,30.6,13,Very Formative Pixar Dumptrcks,109.38,17,cook'n lamb 4 my cousins,78.78
2022,2,7,14,Max Top Vic Bottom,GOLA,128.96,1,Clowntown Jabronis,JOOS,81.4,HOME,NONE,False,47.56,14,Max Top Vic Bottom,128.96,1,Clowntown Jabronis,81.4
2022,2,8,10,Fk it chuck it Game time shit,LYDE,159.56,16,Hock and Ball Torture,8=D~,86.92,HOME,NONE,False,72.64,10,Fk it chuck it Game time shit,159.56,16,Hock and Ball Torture,86.92
2022,2,9,12,Team Chogi Nanda,JIM,122.72,5,Is my team bad?,UGLY,94.7,HOME,NONE,False,28.02,12,Team Chogi Nanda,122.72,5,Is my team bad?,94.7
2022,2,10,9,Avant Gardner,WAP,106.68,7,Team Curtis,CURT,107.88,AWAY,NONE,False,1.2,7,Team Curtis,107.88,9,Avant Gardner,106.68
2022,2,11,13,Very Formative Pixar Dumptrcks,DUMP,122.28,15,Daniel Jones,fack,88.54,HOME,NONE,False,33.74,13,Very Formative Pixar Dumptrcks,122.28,15,Daniel Jones,88.54
2022,2,12,17,cook'n lamb 4 my cousins,vkng,69.14,11,The Twins,MRVP,86.16,AWAY,NONE,False,17.02,11,The Twins,86.16,17,cook'n lamb 4 my cousins,69.14
2022,3,13,10,Fk it chuck it Game time shit,LYDE,114.78,14,Max Top Vic Bottom,GOLA,123.6,AWAY,NONE,False,8.82,14,Max Top Vic Bottom,123.6,10,Fk it chuck it Game time shit,114.78
2022,3,14,1,Clowntown Jabronis,JOOS,69.26,12,Team Chogi Nanda,JIM,105.92,AWAY,NONE,False,36.66,12,Team Chogi Nanda,105.92,1,Clowntown Jabronis,69.26
2022,3,15,16,Hock and Ball Torture,8=D~,62.6,5,Is my team bad?,UGLY,82.28,AWAY,NONE,False,19.68,5,Is my team bad?,82.28,16,Hock and Ball Torture,62.6
2022,3,16,13,Very Formative Pixar Dumptrcks,DUMP,91.7,9,Avant Gardner,WAP,102.96,AWAY,NONE,False,11.26,9,Avant Gardner,102.96,13,Very Formative Pixar Dumptrcks,91.7
2022,3,17,7,Team Curtis,CURT,111.52,17,cook'n lamb 4 my cousins,vkng,104.1,HOME,NONE,False,7.42,7,Team Curtis,111.52,17,cook'n lamb 4 my cousins,104.1
2022,3,18,15,Daniel Jones,fack,72.86,11,The Twins,MRVP,78.66,AWAY,NONE,False,5.8,11,The Twins,78.66,15,Daniel Jones,72.86
2022,4,19,14,Max Top Vic Bottom,GOLA,88.08,12,Team Chogi Nanda,JIM,157.76,AWAY,NONE,False,69.68,12,Team Chogi Nanda,157.76,14,Max Top Vic Bottom,88.08
2022,4,20,5,Is my team bad?,UGLY,96.46,10,Fk it chuck it Game time shit,LYDE,85.0,HOME,NONE,False,11.46,5,Is my team bad?,96.46,10,Fk it chuck it Game time shit,85.0
2022,4,21,16,Hock and Ball Torture,8=D~,85.86,1,Clowntown Jabronis,JOOS,106.2,AWAY,NONE,False,20.34,1,Clowntown Jabronis,106.2,16,Hock and Ball Torture,85.86
2022,4,22,9,Avant Gardner,WAP,110.98,17,cook'n lamb 4 my cousins,vkng,116.52,AWAY,NONE,False,5.54,17,cook'n lamb 4 my cousins,116.52,9,Avant Gardner,110.98
2022,4,23,11,The Twins,MRVP,122.38,13,Very Formative Pixar Dumptrcks,DUMP,107.02,HOME,NONE,False,15.36,11,The Twins,122.38,13,Very Formative Pixar Dumptrcks,107.02
2022,4,24,15,Daniel Jones,fack,91.16,7,Team Curtis,CURT,127.02,AWAY,NONE,False,35.86,7,Team Curtis,127.02,15,Daniel Jones,91.16
2022,5,25,5,Is my team bad?,UGLY,79.88,14,Max Top Vic Bottom,GOLA,80.78,AWAY,NONE,False,0.9,14,Max Top Vic Bottom,80.78,5,Is my team bad?,79.88
2022,5,26,12,Team Chogi Nanda,JIM,132.86,16,Hock and Ball Torture,8=D~,97.28,HOME,NONE,False,35.58,12,Team Chogi Nanda,132.86,16,Hock and Ball Torture,97.28
2022,5,27,10,Fk it chuck it Game time shit,LYDE,99.62,1,Clowntown Jabronis,JOOS,115.94,AWAY,NONE,False,16.32,1,Clowntown Jabronis,115.94,10,Fk it chuck it Game time shit,99.62
2022,5,28,11,The Twins,MRVP,96.26,9,Avant Gardner,WAP,123.5,AWAY,NONE,False,27.24,9,Avant Gardner,123.5,11,The Twins,96.26
2022,5,29,17,cook'n lamb 4 my cousins,vkng,93.94,15,Daniel Jones,fack,75.76,HOME,NONE,False,18.18,17,cook'n lamb 4 my cousins,93.94,15,Daniel Jones,75.76
2022,5,30,13,Very Formative Pixar Dumptrcks,DUMP,127.16,7,Team Curtis,CURT,132.84,AWAY,NONE,False,5.68,7,Team Curtis,132.84,13,Very Formative Pixar Dumptrcks,127.16
2022,6,31,14,Max Top Vic Bottom,GOLA,124.3,9,Avant Gardner,WAP,116.38,HOME,NONE,False,7.92,14,Max Top Vic Bottom,124.3,9,Avant Gardner,116.38
2022,6,32,16,Hock and Ball Torture,8=D~,109.1,15,Daniel Jones,fack,76.32,HOME,NONE,False,32.78,16,Hock and Ball Torture,109.1,15,Daniel Jones,76.32
2022,6,33,1,Clowntown Jabronis,JOOS,71.42,7,Team Curtis,CURT,80.48,AWAY,NONE,False,9.06,7,Team Curtis,80.48,1,Clowntown Jabronis,71.42
2022,6,34,10,Fk it chuck it Game time shit,LYDE,70.82,13,Very Formative Pixar Dumptrcks,DUMP,90.26,AWAY,NONE,False,19.44,13,Very Formative Pixar Dumptrcks,90.26,10,Fk it chuck it Game time shit,70.82
2022,6,35,12,Team Chogi Nanda,JIM,91.9,17,cook'n lamb 4 my cousins,vkng,96.5,AWAY,NONE,False,4.6,17,cook'n lamb 4 my cousins,96.5,12,Team Chogi Nanda,91.9
2022,6,36,5,Is my team bad?,UGLY,104.02,11,The Twins,MRVP,106.06,AWAY,NONE,False,2.04,11,The Twins,106.06,5,Is my team bad?,104.02
2022,7,37,9,Avant Gardner,WAP,80.76,16,Hock and Ball Torture,8=D~,111.92,AWAY,NONE,False,31.16,16,Hock and Ball Torture,111.92,9,Avant Gardner,80.76
2022,7,38,15,Daniel Jones,fack,92.88,1,Clowntown Jabronis,JOOS,83.2,HOME,NONE,False,9.68,15,Daniel Jones,92.88,1,Clowntown Jabronis,83.2
2022,7,39,7,Team Curtis,CURT,95.5,10,Fk it chuck it Game time shit,LYDE,105.82,AWAY,NONE,False,10.32,10,Fk it chuck it Game time shit,105.82,7,Team Curtis,95.5
2022,7,40,13,Very Formative Pixar Dumptrcks,DUMP,78.92,12,Team Chogi Nanda,JIM,143.3,AWAY,NONE,False,64.38,12,Team Chogi Nanda,143.3,13,Very Formative Pixar Dumptrcks,78.92
2022,7,41,17,cook'n lamb 4 my cousins,vkng,102.82,5,Is my team bad?,UGLY,91.02,HOME,NONE,False,11.8,17,cook'n lamb 4 my cousins,102.82,5,Is my team bad?,91.02
2022,7,42,11,The Twins,MRVP,78.76,14,Max Top Vic Bottom,GOLA,128.24,AWAY,NONE,False,49.48,14,Max Top Vic Bottom,128.24,11,The Twins,78.76
2022,8,43,1,Clowntown Jabronis,JOOS,103.0,9,Avant Gardner,WAP,118.34,AWAY,NONE,False,15.34,9,Avant Gardner,118.34,1,Clowntown Jabronis,103.0
2022,8,44,10,Fk it chuck it Game time shit,LYDE,128.84,15,Daniel Jones,fack,102.86,HOME,NONE,False,25.98,10,Fk it chuck it Game time shit,128.84,15,Daniel Jones,102.86
2022,8,45,12,Team Chogi Nanda,JIM,73.52,7,Team Curtis,CURT,114.84,AWAY,NONE,False,41.32,7,Team Curtis,114.84,12,Team Chogi Nanda,73.52
2022,8,46,5,Is my team bad?,UGLY,161.56,13,Very Formative Pixar Dumptrcks,DUMP,116.02,HOME,NONE,False,45.54,5,Is my team bad?,161.56,13,Very Formative Pixar Dumptrcks,116.02
2022,8,47,14,Max Top Vic Bottom,GOLA,81.68,17,cook'n lamb 4 my cousins,vkng,141.58,AWAY,NONE,False,59.9,17,cook'n lamb 4 my cousins,141.58,14,Max Top Vic Bottom,81.68
2022,8,48,16,Hock and Ball Torture,8=D~,127.0,11,The Twins,MRVP,88.72,HOME,NONE,False,38.28,16,Hock and Ball Torture,127.0,11,The Twins,88.72
2022,9,49,9,Avant Gardner,WAP,109.0,10,Fk it chuck it Game time shit,LYDE,102.92,HOME,NONE,False,6.08,9,Avant Gardner,109.0,10,Fk it chuck it Game time shit,102.92
2022,9,50,15,Daniel Jones,fack,77.08,12,Team Chogi Nanda,JIM,81.72,AWAY,NONE,False,4.64,12,Team Chogi Nanda,81.72,15,Daniel Jones,77.08
2022,9,51,7,Team Curtis,CURT,77.9,5,Is my team bad?,UGLY,143.44,AWAY,NONE,False,65.54,5,Is my team bad?,143.44,7,Team Curtis,77.9
2022,9,52,13,Very Formative Pixar Dumptrcks,DUMP,132.6,14,Max Top Vic Bottom,GOLA,97.94,HOME,NONE,False,34.66,13,Very Formative Pixar Dumptrcks,132.6,14,Max Top Vic Bottom,97.94
2022,9,53,17,cook'n lamb 4 my cousins,vkng,88.7,16,Hock and Ball Torture,8=D~,114.12,AWAY,NONE,False,25.42,16,Hock and Ball Torture,114.12,17,cook'n lamb 4 my cousins,88.7
2022,9,54,11,The Twins,MRVP,84.16,1,Clowntown Jabronis,JOOS,118.9,AWAY,NONE,False,34.74,1,Clowntown Jabronis,118.9,11,The Twins,84.16
2022,10,55,12,Team Chogi Nanda,JIM,111.8,9,Avant Gardner,WAP,69.74,HOME,NONE,False,42.06,12,Team Chogi Nanda,111.8,9,Avant Gardner,69.74
2022,10,56,5,Is my team bad?,UGLY,105.74,15,Daniel Jones,fack,95.4,HOME,NONE,False,10.34,5,Is my team bad?,105.74,15,Daniel Jones,95.4
2022,10,57,14,Max Top Vic Bottom,GOLA,93.58,7,Team Curtis,CURT,108.48,AWAY,NONE,False,14.9,7,Team Curtis,108.48,14,Max Top Vic Bottom,93.58
2022,10,58,16,Hock and Ball Torture,8=D~,99.6,13,Very Formative Pixar Dumptrcks,DUMP,100.2,AWAY,NONE,False,0.6,13,Very Formative Pixar Dumptrcks,100.2,16,Hock and Ball Torture,99.6
2022,10,59,1,Clowntown Jabronis,JOOS,114.52,17,cook'n lamb 4 my cousins,vkng,133.48,AWAY,NONE,False,18.96,17,cook'n lamb 4 my cousins,133.48,1,Clowntown Jabronis,114.52
2022,10,60,10,Fk it chuck it Game time shit,LYDE,109.54,11,The Twins,MRVP,69.04,HOME,NONE,False,40.5,10,Fk it chuck it Game time shit,109.54,11,The Twins,69.04
2022,11,61,9,Avant Gardner,WAP,76.04,5,Is my team bad?,UGLY,142.56,AWAY,NONE,False,66.52,5,Is my team bad?,142.56,9,Avant Gardner,76.04
2022,11,62,15,Daniel Jones,fack,172.34,14,Max Top Vic Bottom,GOLA,98.4,HOME,NONE,False,73.94,15,Daniel Jones,172.34,14,Max Top Vic Bottom,98.4
2022,11,63,7,Team Curtis,CURT,85.92,16,Hock and Ball Torture,8=D~,90.3,AWAY,NONE,False,4.38,16,Hock and Ball Torture,90.3,7,Team Curtis,85.92
2022,11,64,13,Very Formative Pixar Dumptrcks,DUMP,106.98,1,Clowntown Jabronis,JOOS,77.18,HOME,NONE,False,29.8,13,Very Formative Pixar Dumptrcks,106.98,1,Clowntown Jabronis,77.18
2022,11,65,17,cook'n lamb 4 my cousins,vkng,73.7,10,Fk it chuck it Game time shit,LYDE,87.76,AWAY,NONE,False,14.06,10,Fk it chuck it Game time shit,87.76,17,cook'n lamb 4 my cousins,73.7
2022,11,66,11,The Twins,MRVP,97.34,12,Team Chogi Nanda,JIM,102.46,AWAY,NONE,False,5.12,12,Team Chogi Nanda,102.46,11,The Twins,97.34
2022,12,67,9,Avant Gardner,WAP,84.54,14,Max Top Vic Bottom,GOLA,93.1,AWAY,NONE,False,8.56,14,Max Top Vic Bottom,93.1,9,Avant Gardner,84.54
2022,12,68,15,Daniel Jones,fack,104.84,16,Hock and Ball Torture,8=D~,108.16,AWAY,NONE,False,3.32,16,Hock and Ball Torture,108.16,15,Daniel Jones,104.84
2022,12,69,7,Team Curtis,CURT,113.62,1,Clowntown Jabronis,JOOS,83.9,HOME,NONE,False,29.72,7,Team Curtis,113.62,1,Clowntown Jabronis,83.9
2022,12,70,13,Very Formative Pixar Dumptrcks,DUMP,138.92,10,Fk it chuck it Game time shit,LYDE,108.56,HOME,NONE,False,30.36,13,Very Formative Pixar Dumptrcks,138.92,10,Fk it chuck it Game time shit,108.56
2022,12,71,17,cook'n lamb 4 my cousins,vkng,107.86,12,Team Chogi Nanda,JIM,127.96,AWAY,NONE,False,20.1,12,Team Chogi Nanda,127.96,17,cook'n lamb 4 my cousins,107.86
2022,12,72,11,The Twins,MRVP,101.66,5,Is my team bad?,UGLY,108.9,AWAY,NONE,False,7.24,5,Is my team bad?,108.9,11,The Twins,101.66
2022,13,73,16,Hock and Ball Torture,8=D~,72.3,9,Avant Gardner,WAP,91.1,AWAY,NONE,False,18.8,9,Avant Gardner,91.1,16,Hock and Ball Torture,72.3
2022,13,74,1,Clowntown Jabronis,JOOS,77.18,15,Daniel Jones,fack,102.0,AWAY,NONE,False,24.82,15,Daniel Jones,102.0,1,Clowntown Jabronis,77.18
2022,13,75,10,Fk it chuck it Game time shit,LYDE,55.8,7,Team Curtis,CURT,122.98,AWAY,NONE,False,67.18,7,Team Curtis,122.98,10,Fk it chuck it Game time shit,55.8
2022,13,76,12,Team Chogi Nanda,JIM,88.74,13,Very Formative Pixar Dumptrcks,DUMP,159.82,AWAY,NONE,False,71.08,13,Very Formative Pixar Dumptrcks,159.82,12,Team Chogi Nanda,88.74
2022,13,77,5,Is my team bad?,UGLY,133.52,17,cook'n lamb 4 my cousins,vkng,86.52,HOME,NONE,False,47.0,5,Is my team bad?,133.52,17,cook'n lamb 4 my cousins,86.52
2022,13,78,14,Max Top Vic Bottom,GOLA,113.64,11,The Twins,MRVP,81.48,HOME,NONE,False,32.16,14,Max Top Vic Bottom,113.64,11,The Twins,81.48
2022,14,79,9,Avant Gardner,WAP,65.86,1,Clowntown Jabronis,JOOS,33.82,HOME,NONE,False,32.04,9,Avant Gardner,65.86,1,Clowntown Jabronis,33.82
2022,14,80,15,Daniel Jones,fack,78.86,10,Fk it chuck it Game time shit,LYDE,99.08,AWAY,NONE,False,20.22,10,Fk it chuck it Game time shit,99.08,15,Daniel Jones,78.86
2022,14,81,7,Team Curtis,CURT,117.16,12,Team Chogi Nanda,JIM,85.7,HOME,NONE,False,31.46,7,Team Curtis,117.16,12,Team Chogi Nanda,85.7
2022,14,82,13,Very Formative Pixar Dumptrcks,DUMP,105.58,5,Is my team bad?,UGLY,128.78,AWAY,NONE,False,23.2,5,Is my team bad?,128.78,13,Very Formative Pixar Dumptrcks,105.58
2022,14,83,17,cook'n lamb 4 my cousins,vkng,95.7,14,Max Top Vic Bottom,GOLA,67.16,HOME,NONE,False,28.54,17,cook'n lamb 4 my cousins,95.7,14,Max Top Vic Bottom,67.16
2022,14,84,11,The Twins,MRVP,147.5,16,Hock and Ball Torture,8=D~,123.48,HOME,NONE,False,24.02,11,The Twins,147.5,16,Hock and Ball Torture,123.48
2022,15,85,5,Is my team bad?,UGLY,128.84,17,cook'n lamb 4 my cousins,vkng,130.8,AWAY,WINNERS_BRACKET,True,1.96,17,cook'n lamb 4 my cousins,130.8,5,Is my team bad?,128.84
2022,15,86,13,Very Formative Pixar Dumptrcks,DUMP,112.46,14,Max Top Vic Bottom,GOLA,100.6,HOME,WINNERS_BRACKET,True,11.86,13,Very Formative Pixar Dumptrcks,112.46,14,Max Top Vic Bottom,100.6
2022,15,87,12,Team Chogi Nanda,JIM,106.52,10,Fk it chuck it Game time shit,LYDE,92.22,HOME,WINNERS_BRACKET,True,14.3,12,Team Chogi Nanda,106.52,10,Fk it chuck it Game time shit,92.22
2022,15,88,7,Team Curtis,CURT,107.88,9,Avant Gardner,WAP,75.86,HOME,WINNERS_BRACKET,True,32.02,7,Team Curtis,107.88,9,Avant Gardner,75.86
2022,15,89,16,Hock and Ball Torture,8=D~,177.8,11,The Twins,MRVP,94.38,HOME,LOSERS_CONSOLATION_LADDER,True,83.42,16,Hock and Ball Torture,177.8,11,The Twins,94.38
2022,15,90,15,Daniel Jones,fack,108.14,1,Clowntown Jabronis,JOOS,81.48,HOME,LOSERS_CONSOLATION_LADDER,True,26.66,15,Daniel Jones,108.14,1,Clowntown Jabronis,81.48
2022,16,91,13,Very Formative Pixar Dumptrcks,DUMP,85.48,17,cook'n lamb 4 my cousins,vkng,118.96,AWAY,WINNERS_BRACKET,True,33.48,17,cook'n lamb 4 my cousins,118.96,13,Very Formative Pixar Dumptrcks,85.48
2022,16,92,7,Team Curtis,CURT,87.16,12,Team Chogi Nanda,JIM,131.0,AWAY,WINNERS_BRACKET,True,43.84,12,Team Chogi Nanda,131.0,7,Team Curtis,87.16
2022,16,93,5,Is my team bad?,UGLY,99.16,14,Max Top Vic Bottom,GOLA,97.8,HOME,WINNERS_CONSOLATION_LADDER,True,1.36,5,Is my team bad?,99.16,14,Max Top Vic Bottom,97.8
2022,16,94,10,Fk it chuck it Game time shit,LYDE,117.9,9,Avant Gardner,WAP,94.34,HOME,WINNERS_CONSOLATION_LADDER,True,23.56,10,Fk it chuck it Game time shit,117.9,9,Avant Gardner,94.34
2022,16,95,16,Hock and Ball Torture,8=D~,77.8,15,Daniel Jones,fack,85.08,AWAY,LOSERS_CONSOLATION_LADDER,True,7.28,15,Daniel Jones,85.08,16,Hock and Ball Torture,77.8
2022,16,96,11,The Twins,MRVP,110.8,1,Clowntown Jabronis,JOOS,100.74,HOME,LOSERS_CONSOLATION_LADDER,True,10.06,11,The Twins,110.8,1,Clowntown Jabronis,100.74
2022,17,97,12,Team Chogi Nanda,JIM,112.68,17,cook'n lamb 4 my cousins,vkng,72.1,HOME,WINNERS_BRACKET,True,40.58,12,Team Chogi Nanda,112.68,17,cook'n lamb 4 my cousins,72.1
2022,17,98,7,Team Curtis,CURT,144.9,13,Very Formative Pixar Dumptrcks,DUMP,75.6,HOME,WINNERS_CONSOLATION_LADDER,True,69.3,7,Team Curtis,144.9,13,Very Formative Pixar Dumptrcks,75.6
2022,17,99,5,Is my team bad?,UGLY,124.72,10,Fk it chuck it Game time shit,LYDE,67.08,HOME,WINNERS_CONSOLATION_LADDER,True,57.64,5,Is my team bad?,124.72,10,Fk it chuck it Game time shit,67.08
2022,17,100,14,Max Top Vic Bottom,GOLA,70.2,9,Avant Gardner,WAP,59.8,HOME,WINNERS_CONSOLATION_LADDER,True,10.4,14,Max Top Vic Bottom,70.2,9,Avant Gardner,59.8
2022,17,101,11,The Twins,MRVP,65.1,15,Daniel Jones,fack,103.58,AWAY,LOSERS_CONSOLATION_LADDER,True,38.48,15,Daniel Jones,103.58,11,The Twins,65.1
2022,17,102,16,Hock and Ball Torture,8=D~,65.1,1,Clowntown Jabronis,JOOS,103.18,AWAY,LOSERS_CONSOLATION_LADDER,True,38.08,1,Clowntown Jabronis,103.18,16,Hock and Ball Torture,65.1
2023,1,1,16,Amon Ra Dog and the st D's,Oops,83.84,14,Max Top Vic Bottom,GOLA,127.86,AWAY,NONE,False,44.02,14,Max Top Vic Bottom,127.86,16,Amon Ra Dog and the st D's,83.84
2023,1,2,5,Is my team bad? Yes,UGLY,98.6,1,Clowntown Jabronis,JOOS,86.08,HOME,NONE,False,12.52,5,Is my team bad? Yes,98.6,1,Clowntown Jabronis,86.08
2023,1,3,12,Team Chogi Nanda,JIM,75.48,10,Fk it chuck it Game time shit,LYDE,97.26,AWAY,NONE,False,21.78,10,Fk it chuck it Game time shit,97.26,12,Team Chogi Nanda,75.48
2023,1,4,15,Daniel Jones,fack,104.46,9,Who Killed Charbonnet Ramsey,WAP,98.24,HOME,NONE,False,6.22,15,Daniel Jones,104.46,9,Who Killed Charbonnet Ramsey,98.24
2023,1,5,11,The Twins,MRVP,121.24,7,Team Curtis,CURT,84.24,HOME,NONE,False,37.0,11,The Twins,121.24,7,Team Curtis,84.24
2023,1,6,17,Magic Skol Bus,vkng,80.46,13,Very Formative Pixar Dumptrcks,DUMP,60.94,HOME,NONE,False,19.52,17,Magic Skol Bus,80.46,13,Very Formative Pixar Dumptrcks,60.94
2023,2,7,14,Max Top Vic Bottom,GOLA,119.68,1,Clowntown Jabronis,JOOS,147.22,AWAY,NONE,False,27.54,1,Clowntown Jabronis,147.22,14,Max Top Vic Bottom,119.68
2023,2,8,10,Fk it chuck it Game time shit,LYDE,113.0,16,Amon Ra Dog and the st D's,Oops,115.6,AWAY,NONE,False,2.6,16,Amon Ra Dog and the st D's,115.6,10,Fk it chuck it Game time shit,113.0
2023,2,9,12,Team Chogi Nanda,JIM,75.58,5,Is my team bad? Yes,UGLY,147.82,AWAY,NONE,False,72.24,5,Is my team bad? Yes,147.82,12,Team Chogi Nanda,75.58
2023,2,10,9,Who Killed Charbonnet Ramsey,WAP,117.34,7,Team Curtis,CURT,105.66,HOME,NONE,False,11.68,9,Who Killed Charbonnet Ramsey,117.34,7,Team Curtis,105.66
2023,2,11,13,Very Formative Pixar Dumptrcks,DUMP,127.36,15,Daniel Jones,fack,83.2,HOME,NONE,False,44.16,13,Very Formative Pixar Dumptrcks,127.36,15,Daniel Jones,83.2
2023,2,12,17,Magic Skol Bus,vkng,128.46,11,The Twins,MRVP,90.14,HOME,NONE,False,38.32,17,Magic Skol Bus,128.46,11,The Twins,90.14
2023,3,13,10,Fk it chuck it Game time shit,LYDE,127.68,14,Max Top Vic Bottom,GOLA,90.78,HOME,NONE,False,36.9,10,Fk it chuck it Game time shit,127.68,14,Max Top Vic Bottom,90.78
2023,3,14,1,Clowntown Jabronis,JOOS,99.1,12,Team Chogi Nanda,JIM,98.46,HOME,NONE,False,0.64,1,Clowntown Jabronis,99.1,12,Team Chogi Nanda,98.46
2023,3,15,16,Amon Ra Dog and the st D's,Oops,91.28,5,Is my team bad? Yes,UGLY,94.98,AWAY,NONE,False,3.7,5,Is my team bad? Yes,94.98,16,Amon Ra Dog and the st D's,91.28
2023,3,16,13,Very Formative Pixar Dumptrcks,DUMP,146.58,9,Who Killed Charbonnet Ramsey,WAP,126.96,HOME,NONE,False,19.62,13,Very Formative Pixar Dumptrcks,146.58,9,Who Killed Charbonnet Ramsey,126.96
2023,3,17,7,Team Curtis,CURT,100.56,17,Magic Skol Bus,vkng,129.88,AWAY,NONE,False,29.32,17,Magic Skol Bus,129.88,7,Team Curtis,100.56
2023,3,18,15,Daniel Jones,fack,103.7,11,The Twins,MRVP,113.26,AWAY,NONE,False,9.56,11,The Twins,113.26,15,Daniel Jones,103.7
2023,4,19,14,Max Top Vic Bottom,GOLA,171.54,12,Team Chogi Nanda,JIM,82.48,HOME,NONE,False,89.06,14,Max Top Vic Bottom,171.54,12,Team Chogi Nanda,82.48
2023,4,20,5,Is my team bad? Yes,UGLY,114.36,10,Fk it chuck it Game time shit,LYDE,67.22,HOME,NONE,False,47.14,5,Is my team bad? Yes,114.36,10,Fk it chuck it Game time shit,67.22
2023,4,21,16,Amon Ra Dog and the st D's,Oops,129.92,1,Clowntown Jabronis,JOOS,119.92,HOME,NONE,False,10.0,16,Amon Ra Dog and the st D's,129.92,1,Clowntown Jabronis,119.92
2023,4,22,9,Who Killed Charbonnet Ramsey,WAP,131.68,17,Magic Skol Bus,vkng,70.06,HOME,NONE,False,61.62,9,Who Killed Charbonnet Ramsey,131.68,17,Magic Skol Bus,70.06
2023,4,23,11,The Twins,MRVP,92.0,13,Very Formative Pixar Dumptrcks,DUMP,141.1,AWAY,NONE,False,49.1,13,Very Formative Pixar Dumptrcks,141.1,11,The Twins,92.0
2023,4,24,15,Daniel Jones,fack,91.38,7,Team Curtis,CURT,70.98,HOME,NONE,False,20.4,15,Daniel Jones,91.38,7,Team Curtis,70.98
2023,5,25,5,Is my team bad? Yes,UGLY,86.72,14,Max Top Vic Bottom,GOLA,80.04,HOME,NONE,False,6.68,5,Is my team bad? Yes,86.72,14,Max Top Vic Bottom,80.04
2023,5,26,12,Team Chogi Nanda,JIM,108.68,16,Amon Ra Dog and the st D's,Oops,118.04,AWAY,NONE,False,9.36,16,Amon Ra Dog and the st D's,118.04,12,Team Chogi Nanda,108.68
2023,5,27,10,Fk it chuck it Game time shit,LYDE,182.48,1,Clowntown Jabronis,JOOS,123.08,HOME,NONE,False,59.4,10,Fk it chuck it Game time shit,182.48,1,Clowntown Jabronis,123.08
2023,5,28,11,The Twins,MRVP,135.08,9,Who Killed Charbonnet Ramsey,WAP,101.2,HOME,NONE,False,33.88,11,The Twins,135.08,9,Who Killed Charbonnet Ramsey,101.2
2023,5,29,17,Magic Skol Bus,vkng,91.06,15,Daniel Jones,fack,103.24,AWAY,NONE,False,12.18,15,Daniel Jones,103.24,17,Magic Skol Bus,91.06
2023,5,30,13,Very Formative Pixar Dumptrcks,DUMP,93.46,7,Team Curtis,CURT,107.22,AWAY,NONE,False,13.76,7,Team Curtis,107.22,13,Very Formative Pixar Dumptrcks,93.46
2023,6,31,14,Max Top Vic Bottom,GOLA,97.62,9,Who Killed Charbonnet Ramsey,WAP,86.34,HOME,NONE,False,11.28,14,Max Top Vic Bottom,97.62,9,Who Killed Charbonnet Ramsey,86.34
2023,6,32,16,Amon Ra Dog and the st D's,Oops,104.54,15,Daniel Jones,fack,107.48,AWAY,NONE,False,2.94,15,Daniel Jones,107.48,16,Amon Ra Dog and the st D's,104.54
2023,6,33,1,Clowntown Jabronis,JOOS,81.9,7,Team Curtis,CURT,108.98,AWAY,NONE,False,27.08,7,Team Curtis,108.98,1,Clowntown Jabronis,81.9
2023,6,34,10,Fk it chuck it Game time shit,LYDE,115.64,13,Very Formative Pixar Dumptrcks,DUMP,98.06,HOME,NONE,False,17.58,10,Fk it chuck it Game time shit,115.64,13,Very Formative Pixar Dumptrcks,98.06
2023,6,35,12,Team Chogi Nanda,JIM,114.5,17,Magic Skol Bus,vkng,76.94,HOME,NONE,False,37.56,12,Team Chogi Nanda,114.5,17,Magic Skol Bus,76.94
2023,6,36,5,Is my team bad? Yes,UGLY,99.8,11,The Twins,MRVP,95.72,HOME,NONE,False,4.08,5,Is my team bad? Yes,99.8,11,The Twins,95.72
2023,7,37,9,Who Killed Charbonnet Ramsey,WAP,88.76,16,Amon Ra Dog and the st D's,Oops,97.96,AWAY,NONE,False,9.2,16,Amon Ra Dog and the st D's,97.96,9,Who Killed Charbonnet Ramsey,88.76
2023,7,38,15,Daniel Jones,fack,96.76,1,Clowntown Jabronis,JOOS,117.88,AWAY,NONE,False,21.12,1,Clowntown Jabronis,117.88,15,Daniel Jones,96.76
2023,7,39,7,Team Curtis,CURT,107.74,10,Fk it chuck it Game time shit,LYDE,104.5,HOME,NONE,False,3.24,7,Team Curtis,107.74,10,Fk it chuck it Game time shit,104.5
2023,7,40,13,Very Formative Pixar Dumptrcks,DUMP,107.2,12,Team Chogi Nanda,JIM,55.2,HOME,NONE,False,52.0,13,Very Formative Pixar Dumptrcks,107.2,12,Team Chogi Nanda,55.2
